year,state_po,county,candidate,party,candidatevotes,totalvotes
2000,AR,Phillips,Other,NA,66,9313
2000,AR,Pike,Al Gore,democrat,1604,3971
2000,AR,Pike,George W. Bush,republican,2275,3971
2000,AR,Pike,Ralph Nader,green,45,3971
2000,AR,Pike,Other,NA,47,3971
2000,AR,Poinsett,Al Gore,democrat,4102,7235
2000,AR,Poinsett,George W. Bush,republican,2988,7235
2000,AR,Poinsett,Ralph Nader,green,87,7235
2000,AR,Poinsett,Other,NA,58,7235
2000,AR,Polk,Al Gore,democrat,2315,7193
2000,AR,Polk,George W. Bush,republican,4600,7193
2000,AR,Polk,Ralph Nader,green,130,7193
2000,AR,Polk,Other,NA,148,7193
2000,AR,Pope,Al Gore,democrat,6669,18422
2000,AR,Pope,George W. Bush,republican,11244,18422
2000,AR,Pope,Ralph Nader,green,259,18422
2000,AR,Pope,Other,NA,250,18422
2000,AR,Prairie,Al Gore,democrat,1563,3507
2000,AR,Prairie,George W. Bush,republican,1862,3507
2000,AR,Prairie,Ralph Nader,green,29,3507
2000,AR,Prairie,Other,NA,53,3507
2000,AR,Pulaski,Al Gore,democrat,68320,127151
2000,AR,Pulaski,George W. Bush,republican,55866,127151
2000,AR,Pulaski,Ralph Nader,green,1756,127151
2000,AR,Pulaski,Other,NA,1209,127151
2000,AR,Randolph,Al Gore,democrat,3019,5877
2000,AR,Randolph,George W. Bush,republican,2673,5877
2000,AR,Randolph,Ralph Nader,green,84,5877
2000,AR,Randolph,Other,NA,101,5877
2000,AR,St. Francis,Al Gore,democrat,4986,8496
2000,AR,St. Francis,George W. Bush,republican,3414,8496
2000,AR,St. Francis,Ralph Nader,green,42,8496
2000,AR,St. Francis,Other,NA,54,8496
2000,AR,Saline,Al Gore,democrat,12700,32391
2000,AR,Saline,George W. Bush,republican,18617,32391
2000,AR,Saline,Ralph Nader,green,533,32391
2000,AR,Saline,Other,NA,541,32391
2000,AR,Scott,Al Gore,democrat,1444,3981
2000,AR,Scott,George W. Bush,republican,2399,3981
2000,AR,Scott,Ralph Nader,green,48,3981
2000,AR,Scott,Other,NA,90,3981
2000,AR,Searcy,Al Gore,democrat,1229,4058
2000,AR,Searcy,George W. Bush,republican,2610,4058
2000,AR,Searcy,Ralph Nader,green,83,4058
2000,AR,Searcy,Other,NA,136,4058
2000,AR,Sebastian,Al Gore,democrat,15555,40159
2000,AR,Sebastian,George W. Bush,republican,23483,40159
2000,AR,Sebastian,Ralph Nader,green,503,40159
2000,AR,Sebastian,Other,NA,618,40159
2000,AR,Sevier,Al Gore,democrat,2095,4293
2000,AR,Sevier,George W. Bush,republican,2111,4293
2000,AR,Sevier,Ralph Nader,green,55,4293
2000,AR,Sevier,Other,NA,32,4293
2000,AR,Sharp,Al Gore,democrat,3236,7126
2000,AR,Sharp,George W. Bush,republican,3698,7126
2000,AR,Sharp,Ralph Nader,green,115,7126
2000,AR,Sharp,Other,NA,77,7126
2000,AR,Stone,Al Gore,democrat,2043,4860
2000,AR,Stone,George W. Bush,republican,2623,4860
2000,AR,Stone,Ralph Nader,green,98,4860
2000,AR,Stone,Other,NA,96,4860
2000,AR,Union,Al Gore,democrat,6261,15609
2000,AR,Union,George W. Bush,republican,8647,15609
2000,AR,Union,Ralph Nader,green,130,15609
2000,AR,Union,Other,NA,571,15609
2000,AR,Van Buren,Al Gore,democrat,3202,6984
2000,AR,Van Buren,George W. Bush,republican,3485,6984
2000,AR,Van Buren,Ralph Nader,green,153,6984
2000,AR,Van Buren,Other,NA,144,6984
2000,AR,Washington,Al Gore,democrat,21425,51459
2000,AR,Washington,George W. Bush,republican,28231,51459
2000,AR,Washington,Ralph Nader,green,1208,51459
2000,AR,Washington,Other,NA,595,51459
2000,AR,White,Al Gore,democrat,8342,22150
2000,AR,White,George W. Bush,republican,13170,22150
2000,AR,White,Ralph Nader,green,243,22150
2000,AR,White,Other,NA,395,22150
2000,AR,Woodruff,Al Gore,democrat,1699,2651
2000,AR,Woodruff,George W. Bush,republican,898,2651
2000,AR,Woodruff,Ralph Nader,green,19,2651
2000,AR,Woodruff,Other,NA,35,2651
2000,AR,Yell,Al Gore,democrat,3062,6479
2000,AR,Yell,George W. Bush,republican,3223,6479
2000,AR,Yell,Ralph Nader,green,78,6479
2000,AR,Yell,Other,NA,116,6479
2000,CA,Alameda,Al Gore,democrat,342889,494336
2000,CA,Alameda,George W. Bush,republican,119279,494336
2000,CA,Alameda,Ralph Nader,green,27499,494336
2000,CA,Alameda,Other,NA,4669,494336
2000,CA,Alpine,Al Gore,democrat,265,586
2000,CA,Alpine,George W. Bush,republican,281,586
2000,CA,Alpine,Ralph Nader,green,25,586
2000,CA,Alpine,Other,NA,15,586
2000,CA,Amador,Al Gore,democrat,5906,15464
2000,CA,Amador,George W. Bush,republican,8766,15464
2000,CA,Amador,Ralph Nader,green,584,15464
2000,CA,Amador,Other,NA,208,15464
2000,CA,Butte,Al Gore,democrat,31338,83721
2000,CA,Butte,George W. Bush,republican,45584,83721
2000,CA,Butte,Ralph Nader,green,5727,83721
2000,CA,Butte,Other,NA,1072,83721
2000,CA,Calaveras,Al Gore,democrat,7093,18876
2000,CA,Calaveras,George W. Bush,republican,10599,18876
2000,CA,Calaveras,Ralph Nader,green,863,18876
2000,CA,Calaveras,Other,NA,321,18876
2000,CA,Colusa,Al Gore,democrat,1745,5590
2000,CA,Colusa,George W. Bush,republican,3629,5590
2000,CA,Colusa,Ralph Nader,green,151,5590
2000,CA,Colusa,Other,NA,65,5590
2000,CA,Contra Costa,Al Gore,democrat,224338,381478
2000,CA,Contra Costa,George W. Bush,republican,141373,381478
2000,CA,Contra Costa,Ralph Nader,green,13067,381478
2000,CA,Contra Costa,Other,NA,2700,381478
2000,CA,Del Norte,Al Gore,democrat,3117,8294
2000,CA,Del Norte,George W. Bush,republican,4526,8294
2000,CA,Del Norte,Ralph Nader,green,485,8294
2000,CA,Del Norte,Other,NA,166,8294
2000,CA,El Dorado,Al Gore,democrat,26220,72136
2000,CA,El Dorado,George W. Bush,republican,42045,72136
2000,CA,El Dorado,Ralph Nader,green,3013,72136
2000,CA,El Dorado,Other,NA,858,72136
2000,CA,Fresno,Al Gore,democrat,95059,220835
2000,CA,Fresno,George W. Bush,republican,117342,220835
2000,CA,Fresno,Ralph Nader,green,6541,220835
2000,CA,Fresno,Other,NA,1893,220835
2000,CA,Glenn,Al Gore,democrat,2498,8711
2000,CA,Glenn,George W. Bush,republican,5795,8711
2000,CA,Glenn,Ralph Nader,green,268,8711
2000,CA,Glenn,Other,NA,150,8711
2000,CA,Humboldt,Al Gore,democrat,24851,55972
2000,CA,Humboldt,George W. Bush,republican,23219,55972
2000,CA,Humboldt,Ralph Nader,green,7100,55972
2000,CA,Humboldt,Other,NA,802,55972
2000,CA,Imperial,Al Gore,democrat,15489,28937
2000,CA,Imperial,George W. Bush,republican,12524,28937
2000,CA,Imperial,Ralph Nader,green,608,28937
2000,CA,Imperial,Other,NA,316,28937
2000,CA,Inyo,Al Gore,democrat,2652,7815
2000,CA,Inyo,George W. Bush,republican,4713,7815
2000,CA,Inyo,Ralph Nader,green,344,7815
2000,CA,Inyo,Other,NA,106,7815
2000,CA,Kern,Al Gore,democrat,66003,182308
2000,CA,Kern,George W. Bush,republican,110663,182308
2000,CA,Kern,Ralph Nader,green,3474,182308
2000,CA,Kern,Other,NA,2168,182308
2000,CA,Kings,Al Gore,democrat,11041,28335
2000,CA,Kings,George W. Bush,republican,16377,28335
2000,CA,Kings,Ralph Nader,green,567,28335
2000,CA,Kings,Other,NA,350,28335
2000,CA,Lake,Al Gore,democrat,10717,20919
2000,CA,Lake,George W. Bush,republican,8699,20919
2000,CA,Lake,Ralph Nader,green,1265,20919
2000,CA,Lake,Other,NA,238,20919
2000,CA,Lassen,Al Gore,democrat,2982,10586
2000,CA,Lassen,George W. Bush,republican,7080,10586
2000,CA,Lassen,Ralph Nader,green,339,10586
2000,CA,Lassen,Other,NA,185,10586
2000,CA,Los Angeles,Al Gore,democrat,1710505,2695154
2000,CA,Los Angeles,George W. Bush,republican,871930,2695154
2000,CA,Los Angeles,Ralph Nader,green,83731,2695154
2000,CA,Los Angeles,Other,NA,28988,2695154
2000,CA,Madera,Al Gore,democrat,11650,33395
2000,CA,Madera,George W. Bush,republican,20283,33395
2000,CA,Madera,Ralph Nader,green,1080,33395
2000,CA,Madera,Other,NA,382,33395
2000,CA,Marin,Al Gore,democrat,79135,123155
2000,CA,Marin,George W. Bush,republican,34872,123155
2000,CA,Marin,Ralph Nader,green,8289,123155
2000,CA,Marin,Other,NA,859,123155
2000,CA,Mariposa,Al Gore,democrat,2816,8074
2000,CA,Mariposa,George W. Bush,republican,4727,8074
2000,CA,Mariposa,Ralph Nader,green,379,8074
2000,CA,Mariposa,Other,NA,152,8074
2000,CA,Mendocino,Al Gore,democrat,16634,34410
2000,CA,Mendocino,George W. Bush,republican,12272,34410
2000,CA,Mendocino,Ralph Nader,green,5051,34410
2000,CA,Mendocino,Other,NA,453,34410
2000,CA,Merced,Al Gore,democrat,22726,50418
2000,CA,Merced,George W. Bush,republican,26102,50418
2000,CA,Merced,Ralph Nader,green,1166,50418
2000,CA,Merced,Other,NA,424,50418
2000,CA,Modoc,Al Gore,democrat,945,4107
2000,CA,Modoc,George W. Bush,republican,2969,4107
2000,CA,Modoc,Ralph Nader,green,122,4107
2000,CA,Modoc,Other,NA,71,4107
2000,CA,Mono,Al Gore,democrat,1788,4371
2000,CA,Mono,George W. Bush,republican,2296,4371
2000,CA,Mono,Ralph Nader,green,230,4371
2000,CA,Mono,Other,NA,57,4371
2000,CA,Monterey,Al Gore,democrat,67618,117534
2000,CA,Monterey,George W. Bush,republican,43761,117534
2000,CA,Monterey,Ralph Nader,green,5059,117534
2000,CA,Monterey,Other,NA,1096,117534
2000,CA,Napa,Al Gore,democrat,28097,51724
2000,CA,Napa,George W. Bush,republican,20633,51724
2000,CA,Napa,Ralph Nader,green,2471,51724
2000,CA,Napa,Other,NA,523,51724
2000,CA,Nevada,Al Gore,democrat,17670,47479
2000,CA,Nevada,George W. Bush,republican,25998,47479
2000,CA,Nevada,Ralph Nader,green,3287,47479
2000,CA,Nevada,Other,NA,524,47479
2000,CA,Orange,Al Gore,democrat,391819,970905
2000,CA,Orange,George W. Bush,republican,541299,970905
2000,CA,Orange,Ralph Nader,green,26833,970905
2000,CA,Orange,Other,NA,10954,970905
2000,CA,Placer,Al Gore,democrat,42449,117799
2000,CA,Placer,George W. Bush,republican,69835,117799
2000,CA,Placer,Ralph Nader,green,4449,117799
2000,CA,Placer,Other,NA,1066,117799
2000,CA,Plumas,Al Gore,democrat,3458,10401
2000,CA,Plumas,George W. Bush,republican,6343,10401
2000,CA,Plumas,Ralph Nader,green,456,10401
2000,CA,Plumas,Other,NA,144,10401
2000,CA,Riverside,Al Gore,democrat,202576,451127
2000,CA,Riverside,George W. Bush,republican,231955,451127
2000,CA,Riverside,Ralph Nader,green,11678,451127
2000,CA,Riverside,Other,NA,4918,451127
2000,CA,Sacramento,Al Gore,democrat,212792,431550
2000,CA,Sacramento,George W. Bush,republican,195619,431550
2000,CA,Sacramento,Ralph Nader,green,17659,431550
2000,CA,Sacramento,Other,NA,5480,431550
2000,CA,San Benito,Al Gore,democrat,9131,16831
2000,CA,San Benito,George W. Bush,republican,7015,16831
2000,CA,San Benito,Ralph Nader,green,535,16831
2000,CA,San Benito,Other,NA,150,16831
2000,CA,San Bernardino,Al Gore,democrat,214749,454893
2000,CA,San Bernardino,George W. Bush,republican,221757,454893
2000,CA,San Bernardino,Ralph Nader,green,11775,454893
2000,CA,San Bernardino,Other,NA,6612,454893
2000,CA,San Diego,Al Gore,democrat,437666,958634
2000,CA,San Diego,George W. Bush,republican,475736,958634
2000,CA,San Diego,Ralph Nader,green,33979,958634
2000,CA,San Diego,Other,NA,11253,958634
2000,CA,San Francisco,Al Gore,democrat,241578,319786
2000,CA,San Francisco,George W. Bush,republican,51496,319786
2000,CA,San Francisco,Ralph Nader,green,24828,319786
2000,CA,San Francisco,Other,NA,1884,319786
2000,CA,San Joaquin,Al Gore,democrat,79776,167239
2000,CA,San Joaquin,George W. Bush,republican,81773,167239
2000,CA,San Joaquin,Ralph Nader,green,4195,167239
2000,CA,San Joaquin,Other,NA,1495,167239
2000,CA,San Luis Obispo,Al Gore,democrat,44526,108886
2000,CA,San Luis Obispo,George W. Bush,republican,56859,108886
2000,CA,San Luis Obispo,Ralph Nader,green,6523,108886
2000,CA,San Luis Obispo,Other,NA,978,108886
2000,CA,San Mateo,Al Gore,democrat,166757,259399
2000,CA,San Mateo,George W. Bush,republican,80296,259399
2000,CA,San Mateo,Ralph Nader,green,10433,259399
2000,CA,San Mateo,Other,NA,1913,259399
2000,CA,Santa Barbara,Al Gore,democrat,73411,154974
2000,CA,Santa Barbara,George W. Bush,republican,71493,154974
2000,CA,Santa Barbara,Ralph Nader,green,8664,154974
2000,CA,Santa Barbara,Other,NA,1406,154974
2000,CA,Santa Clara,Al Gore,democrat,332490,548129
2000,CA,Santa Clara,George W. Bush,republican,188750,548129
2000,CA,Santa Clara,Ralph Nader,green,19072,548129
2000,CA,Santa Clara,Other,NA,7817,548129
2000,CA,Santa Cruz,Al Gore,democrat,66618,108350
2000,CA,Santa Cruz,George W. Bush,republican,29627,108350
2000,CA,Santa Cruz,Ralph Nader,green,10844,108350
2000,CA,Santa Cruz,Other,NA,1261,108350
2000,CA,Shasta,Al Gore,democrat,20127,66544
2000,CA,Shasta,George W. Bush,republican,43278,66544
2000,CA,Shasta,Ralph Nader,green,2131,66544
2000,CA,Shasta,Other,NA,1008,66544
2000,CA,Sierra,Al Gore,democrat,540,1847
2000,CA,Sierra,George W. Bush,republican,1172,1847
2000,CA,Sierra,Ralph Nader,green,86,1847
2000,CA,Sierra,Other,NA,49,1847
2000,CA,Siskiyou,Al Gore,democrat,6323,19819
2000,CA,Siskiyou,George W. Bush,republican,12198,19819
2000,CA,Siskiyou,Ralph Nader,green,872,19819
2000,CA,Siskiyou,Other,NA,426,19819
2000,CA,Solano,Al Gore,democrat,75116,131735
2000,CA,Solano,George W. Bush,republican,51604,131735
2000,CA,Solano,Ralph Nader,green,3869,131735
2000,CA,Solano,Other,NA,1146,131735
2000,CA,Sonoma,Al Gore,democrat,117295,197006
2000,CA,Sonoma,George W. Bush,republican,63529,197006
2000,CA,Sonoma,Ralph Nader,green,14324,197006
2000,CA,Sonoma,Other,NA,1858,197006
2000,CA,Stanislaus,Al Gore,democrat,56448,128267
2000,CA,Stanislaus,George W. Bush,republican,67188,128267
2000,CA,Stanislaus,Ralph Nader,green,3398,128267
2000,CA,Stanislaus,Other,NA,1233,128267
2000,CA,Sutter,Al Gore,democrat,8416,26564
2000,CA,Sutter,George W. Bush,republican,17350,26564
2000,CA,Sutter,Ralph Nader,green,594,26564
2000,CA,Sutter,Other,NA,204,26564
2000,CA,Tehama,Al Gore,democrat,6507,20854
2000,CA,Tehama,George W. Bush,republican,13270,20854
2000,CA,Tehama,Ralph Nader,green,697,20854
2000,CA,Tehama,Other,NA,380,20854
2000,CA,Trinity,Al Gore,democrat,1932,5797
2000,CA,Trinity,George W. Bush,republican,3340,5797
2000,CA,Trinity,Ralph Nader,green,396,5797
2000,CA,Trinity,Other,NA,129,5797
2000,CA,Tulare,Al Gore,democrat,33006,89818
2000,CA,Tulare,George W. Bush,republican,54070,89818
2000,CA,Tulare,Ralph Nader,green,1834,89818
2000,CA,Tulare,Other,NA,908,89818
2000,CA,Tuolumne,Al Gore,democrat,9359,23727
2000,CA,Tuolumne,George W. Bush,republican,13172,23727
2000,CA,Tuolumne,Ralph Nader,green,949,23727
2000,CA,Tuolumne,Other,NA,247,23727
2000,CA,Ventura,Al Gore,democrat,133258,282692
2000,CA,Ventura,George W. Bush,republican,136173,282692
2000,CA,Ventura,Ralph Nader,green,10235,282692
2000,CA,Ventura,Other,NA,3026,282692
2000,CA,Yolo,Al Gore,democrat,33747,61436
2000,CA,Yolo,George W. Bush,republican,23057,61436
2000,CA,Yolo,Ralph Nader,green,4107,61436
2000,CA,Yolo,Other,NA,525,61436
2000,CA,Yuba,Al Gore,democrat,5546,16127
2000,CA,Yuba,George W. Bush,republican,9838,16127
2000,CA,Yuba,Ralph Nader,green,507,16127
2000,CA,Yuba,Other,NA,236,16127
2000,CO,Adams,Al Gore,democrat,54132,107852
2000,CO,Adams,George W. Bush,republican,47561,107852
2000,CO,Adams,Ralph Nader,green,4165,107852
2000,CO,Adams,Other,NA,1994,107852
2000,CO,Alamosa,Al Gore,democrat,2455,5659
2000,CO,Alamosa,George W. Bush,republican,2857,5659
2000,CO,Alamosa,Ralph Nader,green,265,5659
2000,CO,Alamosa,Other,NA,82,5659
2000,CO,Arapahoe,Al Gore,democrat,82614,189942
2000,CO,Arapahoe,George W. Bush,republican,97768,189942
2000,CO,Arapahoe,Ralph Nader,green,6952,189942
2000,CO,Arapahoe,Other,NA,2608,189942
2000,CO,Archuleta,Al Gore,democrat,1432,4758
2000,CO,Archuleta,George W. Bush,republican,2988,4758
2000,CO,Archuleta,Ralph Nader,green,265,4758
2000,CO,Archuleta,Other,NA,73,4758
2000,CO,Baca,Al Gore,democrat,531,2278
2000,CO,Baca,George W. Bush,republican,1663,2278
2000,CO,Baca,Ralph Nader,green,47,2278
2000,CO,Baca,Other,NA,37,2278
2000,CO,Bent,Al Gore,democrat,783,1963
2000,CO,Bent,George W. Bush,republican,1096,1963
2000,CO,Bent,Ralph Nader,green,44,1963
2000,CO,Bent,Other,NA,40,1963
2000,CO,Boulder,Al Gore,democrat,69983,139626
2000,CO,Boulder,George W. Bush,republican,50873,139626
2000,CO,Boulder,Ralph Nader,green,16498,139626
2000,CO,Boulder,Other,NA,2272,139626
2000,CO,Chaffee,Al Gore,democrat,2768,7610
2000,CO,Chaffee,George W. Bush,republican,4300,7610
2000,CO,Chaffee,Ralph Nader,green,459,7610
2000,CO,Chaffee,Other,NA,83,7610
2000,CO,Cheyenne,Al Gore,democrat,209,1212
2000,CO,Cheyenne,George W. Bush,republican,957,1212
2000,CO,Cheyenne,Ralph Nader,green,22,1212
2000,CO,Cheyenne,Other,NA,24,1212
2000,CO,Clear Creek,Al Gore,democrat,2188,4924
2000,CO,Clear Creek,George W. Bush,republican,2247,4924
2000,CO,Clear Creek,Ralph Nader,green,354,4924
2000,CO,Clear Creek,Other,NA,135,4924
2000,CO,Conejos,Al Gore,democrat,1749,3671
2000,CO,Conejos,George W. Bush,republican,1772,3671
2000,CO,Conejos,Ralph Nader,green,79,3671
2000,CO,Conejos,Other,NA,71,3671
2000,CO,Costilla,Al Gore,democrat,1054,1648
2000,CO,Costilla,George W. Bush,republican,504,1648
2000,CO,Costilla,Ralph Nader,green,71,1648
2000,CO,Costilla,Other,NA,19,1648
2000,CO,Crowley,Al Gore,democrat,511,1445
2000,CO,Crowley,George W. Bush,republican,855,1445
2000,CO,Crowley,Ralph Nader,green,28,1445
2000,CO,Crowley,Other,NA,51,1445
2000,CO,Custer,Al Gore,democrat,507,2111
2000,CO,Custer,George W. Bush,republican,1451,2111
2000,CO,Custer,Ralph Nader,green,100,2111
2000,CO,Custer,Other,NA,53,2111
2000,CO,Delta,Al Gore,democrat,3264,12686
2000,CO,Delta,George W. Bush,republican,8372,12686
2000,CO,Delta,Ralph Nader,green,852,12686
2000,CO,Delta,Other,NA,198,12686
2000,CO,Denver,Al Gore,democrat,122693,198347
2000,CO,Denver,George W. Bush,republican,61224,198347
2000,CO,Denver,Ralph Nader,green,11624,198347
2000,CO,Denver,Other,NA,2806,198347
2000,CO,Dolores,Al Gore,democrat,293,1134
2000,CO,Dolores,George W. Bush,republican,741,1134
2000,CO,Dolores,Ralph Nader,green,73,1134
2000,CO,Dolores,Other,NA,27,1134
2000,CO,Douglas,Al Gore,democrat,27076,86225
2000,CO,Douglas,George W. Bush,republican,56007,86225
2000,CO,Douglas,Ralph Nader,green,2230,86225
2000,CO,Douglas,Other,NA,912,86225
2000,CO,Eagle,Al Gore,democrat,6772,15188
2000,CO,Eagle,George W. Bush,republican,7165,15188
2000,CO,Eagle,Ralph Nader,green,1045,15188
2000,CO,Eagle,Other,NA,206,15188
2000,CO,Elbert,Al Gore,democrat,2326,8965
2000,CO,Elbert,George W. Bush,republican,6151,8965
2000,CO,Elbert,Ralph Nader,green,292,8965
2000,CO,Elbert,Other,NA,196,8965
2000,CO,El Paso,Al Gore,democrat,61799,200757
2000,CO,El Paso,George W. Bush,republican,128294,200757
2000,CO,El Paso,Ralph Nader,green,7116,200757
2000,CO,El Paso,Other,NA,3548,200757
2000,CO,Fremont,Al Gore,democrat,5293,16056
2000,CO,Fremont,George W. Bush,republican,9914,16056
2000,CO,Fremont,Ralph Nader,green,516,16056
2000,CO,Fremont,Other,NA,333,16056
2000,CO,Garfield,Al Gore,democrat,6087,17104
2000,CO,Garfield,George W. Bush,republican,9103,17104
2000,CO,Garfield,Ralph Nader,green,1608,17104
2000,CO,Garfield,Other,NA,306,17104
2000,CO,Gilpin,Al Gore,democrat,1099,2465
2000,CO,Gilpin,George W. Bush,republican,1006,2465
2000,CO,Gilpin,Ralph Nader,green,276,2465
2000,CO,Gilpin,Other,NA,84,2465
2000,CO,Grand,Al Gore,democrat,2308,6353
2000,CO,Grand,George W. Bush,republican,3570,6353
2000,CO,Grand,Ralph Nader,green,366,6353
2000,CO,Grand,Other,NA,109,6353
2000,CO,Gunnison,Al Gore,democrat,3059,7236
2000,CO,Gunnison,George W. Bush,republican,3128,7236
2000,CO,Gunnison,Ralph Nader,green,927,7236
2000,CO,Gunnison,Other,NA,122,7236
2000,CO,Hinsdale,Al Gore,democrat,188,566
2000,CO,Hinsdale,George W. Bush,republican,316,566
2000,CO,Hinsdale,Ralph Nader,green,51,566
2000,CO,Hinsdale,Other,NA,11,566
2000,CO,Huerfano,Al Gore,democrat,1495,3174
2000,CO,Huerfano,George W. Bush,republican,1466,3174
2000,CO,Huerfano,Ralph Nader,green,169,3174
2000,CO,Huerfano,Other,NA,44,3174
2000,CO,Jackson,Al Gore,democrat,173,925
2000,CO,Jackson,George W. Bush,republican,682,925
2000,CO,Jackson,Ralph Nader,green,40,925
2000,CO,Jackson,Other,NA,30,925
2000,CO,Jefferson,Al Gore,democrat,100970,235491
2000,CO,Jefferson,George W. Bush,republican,120138,235491
2000,CO,Jefferson,Ralph Nader,green,10336,235491
2000,CO,Jefferson,Other,NA,4047,235491
2000,CO,Kiowa,Al Gore,democrat,211,968
2000,CO,Kiowa,George W. Bush,republican,728,968
2000,CO,Kiowa,Ralph Nader,green,13,968
2000,CO,Kiowa,Other,NA,16,968
2000,CO,Kit Carson,Al Gore,democrat,809,3458
2000,CO,Kit Carson,George W. Bush,republican,2542,3458
2000,CO,Kit Carson,Ralph Nader,green,58,3458
2000,CO,Kit Carson,Other,NA,49,3458
2000,CO,Lake,Al Gore,democrat,1296,2628
2000,CO,Lake,George W. Bush,republican,1056,2628
2000,CO,Lake,Ralph Nader,green,213,2628
2000,CO,Lake,Other,NA,63,2628
2000,CO,La Plata,Al Gore,democrat,7864,20490
2000,CO,La Plata,George W. Bush,republican,9993,20490
2000,CO,La Plata,Ralph Nader,green,2378,20490
2000,CO,La Plata,Other,NA,255,20490
2000,CO,Larimer,Al Gore,democrat,46055,118537
2000,CO,Larimer,George W. Bush,republican,62429,118537
2000,CO,Larimer,Ralph Nader,green,8194,118537
2000,CO,Larimer,Other,NA,1859,118537
2000,CO,Las Animas,Al Gore,democrat,3243,6094
2000,CO,Las Animas,George W. Bush,republican,2569,6094
2000,CO,Las Animas,Ralph Nader,green,199,6094
2000,CO,Las Animas,Other,NA,83,6094
2000,CO,Lincoln,Al Gore,democrat,510,2199
2000,CO,Lincoln,George W. Bush,republican,1630,2199
2000,CO,Lincoln,Ralph Nader,green,27,2199
2000,CO,Lincoln,Other,NA,32,2199
2000,CO,Logan,Al Gore,democrat,2296,8096
2000,CO,Logan,George W. Bush,republican,5531,8096
2000,CO,Logan,Ralph Nader,green,140,8096
2000,CO,Logan,Other,NA,129,8096
2000,CO,Mesa,Al Gore,democrat,15465,51054
2000,CO,Mesa,George W. Bush,republican,32396,51054
2000,CO,Mesa,Ralph Nader,green,2235,51054
2000,CO,Mesa,Other,NA,958,51054
2000,CO,Mineral,Al Gore,democrat,168,486
2000,CO,Mineral,George W. Bush,republican,294,486
2000,CO,Mineral,Ralph Nader,green,19,486
2000,CO,Mineral,Other,NA,5,486
2000,CO,Moffat,Al Gore,democrat,1223,5337
2000,CO,Moffat,George W. Bush,republican,3840,5337
2000,CO,Moffat,Ralph Nader,green,169,5337
2000,CO,Moffat,Other,NA,105,5337
2000,CO,Montezuma,Al Gore,democrat,2556,9384
2000,CO,Montezuma,George W. Bush,republican,6158,9384
2000,CO,Montezuma,Ralph Nader,green,530,9384
2000,CO,Montezuma,Other,NA,140,9384
